# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "CDS" "-g" "locus_tag" "-a" "../data/reference_sequences/tot_seqs.gff" "-o" "../data/rna_align/counttable_bb.txt" "-M" "../data/rna_align/1_CON_0_1_NEB_DPLEX.bam" "../data/rna_align/3_CON_2_1_NEB_DPLEX.bam" "../data/rna_align/4_CON_2_2_NEB_DPLEX.bam" "../data/rna_align/5_PNA_0_1_NEB_DPLEX.bam" "../data/rna_align/6_PNA_0_2_NEB_DPLEX.bam" "../data/rna_align/7_PNA_2_1_NEB_DPLEX.bam" "../data/rna_align/8_PNA_2_2_NEB_DPLEX.bam" "../data/rna_align/CON_0_1_RZ_DPLEX.bam" "../data/rna_align/CON_0_2_RZ_DPLEX.bam" "../data/rna_align/CON_2_1_RZ_DPLEX.bam" "../data/rna_align/CON_2_2_RZ_DPLEX.bam" "../data/rna_align/PNA_0_1_RZ_DPLEX.bam" "../data/rna_align/PNA_0_2_RZ_DPLEX.bam" "../data/rna_align/PNA_2_1_RZ_DPLEX.bam" "../data/rna_align/PNA_2_2_RZ_DPLEX.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/1_CON_0_1_NEB_DPLEX.bam	../data/rna_align/3_CON_2_1_NEB_DPLEX.bam	../data/rna_align/4_CON_2_2_NEB_DPLEX.bam	../data/rna_align/5_PNA_0_1_NEB_DPLEX.bam	../data/rna_align/6_PNA_0_2_NEB_DPLEX.bam	../data/rna_align/7_PNA_2_1_NEB_DPLEX.bam	../data/rna_align/8_PNA_2_2_NEB_DPLEX.bam	../data/rna_align/CON_0_1_RZ_DPLEX.bam	../data/rna_align/CON_0_2_RZ_DPLEX.bam	../data/rna_align/CON_2_1_RZ_DPLEX.bam	../data/rna_align/CON_2_2_RZ_DPLEX.bam	../data/rna_align/PNA_0_1_RZ_DPLEX.bam	../data/rna_align/PNA_0_2_RZ_DPLEX.bam	../data/rna_align/PNA_2_1_RZ_DPLEX.bam	../data/rna_align/PNA_2_2_RZ_DPLEX.bam
Bovatus_RS11995	NZ_CP012938.1	3012411	3013364	-	954	416	211	121	1450	889	677	363	208	586	628	80	213	175	341	52
Bovatus_RS12000	NZ_CP012938.1	3013407	3014354	-	948	189	87	98	163	107	128	78	10	11	27	6	2	14	5	1
Bovatus_RS12005	NZ_CP012938.1	3014439	3016352	-	1914	135	150	169	122	100	142	78	21	5	12	9	10	8	10	7
Bovatus_RS12010	NZ_CP012938.1	3016366	3017334	-	969	34	47	60	15	20	51	20	13	20	11	4	5	7	4	1
Bovatus_RS12015	NZ_CP012938.1	3017364	3019130	-	1767	40	61	86	31	37	77	38	42	17	28	6	22	18	16	12
Bovatus_RS12020	NZ_CP012938.1	3019146	3022577	-	3432	150	187	209	114	68	137	80	39	22	28	28	25	18	20	6
Bovatus_RS12025	NZ_CP012938.1	3022860	3024059	-	1200	83	103	115	59	44	146	68	72	27	62	24	46	53	32	6
Bovatus_RS12030	NZ_CP012938.1	3024190	3024777	-	588	72	90	65	25	28	107	49	0	1	5	3	4	2	6	2
Bovatus_RS24790	NZ_CP012938.1	3025413	3025706	+	294	6	1	3	3	3	1	1	4	1	3	2	1	4	0	2
Bovatus_RS25500	NZ_CP012938.1	3026477	3027604	+	1128	4	3	3	3	1	4	3	1	1	2	1	2	1	0	0
Bovatus_RS12045	NZ_CP012938.1	3027607	3028533	+	927	44	46	31	30	16	49	11	3	3	3	1	2	2	1	0
Bovatus_RS12050	NZ_CP012938.1	3028526	3029350	+	825	5	6	3	6	2	3	1	0	3	0	0	0	2	1	3
Bovatus_RS12055	NZ_CP012938.1	3029362	3029655	+	294	17	6	8	13	5	7	3	0	0	0	0	0	0	0	0
Bovatus_RS12060	NZ_CP012938.1	3029668	3030171	+	504	4	0	0	1	0	3	3	0	4	0	3	0	0	0	0
Bovatus_RS12065	NZ_CP012938.1	3030403	3031368	+	966	28	20	8	49	27	27	6	5	6	15	0	8	13	3	0
Bovatus_RS12070	NZ_CP012938.1	3031352	3031627	+	276	4805	2362	1034	3374	2978	2037	1324	2	2	0	0	0	1	0	0
Bovatus_RS12075	NZ_CP012938.1	3031614	3032417	+	804	9	2	5	11	3	2	1	0	1	0	0	0	0	0	0
Bovatus_RS12080	NZ_CP012938.1	3032420	3033238	+	819	7	6	1	5	4	2	5	0	2	4	0	0	1	0	0
Bovatus_RS12085	NZ_CP012938.1	3033311	3034468	+	1158	5	2	8	9	4	5	4	7	1	0	0	2	1	0	0
Bovatus_RS12090	NZ_CP012938.1	3034835	3035197	+	363	15	49	68	15	3	45	21	2	0	3	2	0	1	6	2
Bovatus_RS25505	NZ_CP012938.1	3035392	3035919	-	528	6	8	10	5	2	5	1	1	0	0	1	0	0	0	1
Bovatus_RS12100	NZ_CP012938.1	3035975	3036439	-	465	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0
Bovatus_RS12105	NZ_CP012938.1	3036460	3037047	-	588	4	1	6	9	0	8	4	3	1	3	0	1	0	0	0
Bovatus_RS12110	NZ_CP012938.1	3037044	3037961	-	918	5	5	0	2	4	5	2	5	2	1	0	0	1	0	1
Bovatus_RS12115	NZ_CP012938.1	3038021	3039319	-	1299	4	2	5	5	3	8	5	3	2	2	2	0	2	0	0
Bovatus_RS12120	NZ_CP012938.1	3039270	3039569	-	300	9	2	5	2	2	2	1	1	2	1	0	0	0	0	0
Bovatus_RS12125	NZ_CP012938.1	3039566	3040189	-	624	4	1	0	2	0	0	0	3	1	3	1	0	3	0	0
Bovatus_RS12130	NZ_CP012938.1	3040211	3041224	-	1014	8	3	2	0	4	6	4	1	1	1	0	0	2	1	2
Bovatus_RS12135	NZ_CP012938.1	3041227	3041871	-	645	5	3	3	2	2	0	1	3	0	0	0	0	1	0	0
Bovatus_RS12140	NZ_CP012938.1	3041868	3042227	-	360	25	9	11	9	6	24	10	2	0	2	0	0	0	0	0
Bovatus_RS12145	NZ_CP012938.1	3042477	3044300	-	1824	0	3	2	0	0	0	4	0	0	0	0	1	0	0	0
Bovatus_RS12150	NZ_CP012938.1	3044869	3047268	-	2400	4	4	8	3	3	5	4	1	1	5	0	0	5	0	0
Bovatus_RS12155	NZ_CP012938.1	3047265	3047585	-	321	0	0	1	1	0	3	1	0	0	0	0	1	0	0	0
Bovatus_RS12160	NZ_CP012938.1	3047591	3047887	-	297	0	2	3	5	2	4	0	1	0	4	1	1	2	2	0
Bovatus_RS12165	NZ_CP012938.1	3048304	3049311	+	1008	72	231	215	45	33	244	113	14	2	29	13	4	2	26	6
Bovatus_RS12170	NZ_CP012938.1	3049388	3050062	-	675	8	13	28	13	13	33	20	18	13	33	3	4	6	4	0
Bovatus_RS12175	NZ_CP012938.1	3050050	3050508	-	459	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Bovatus_RS12180	NZ_CP012938.1	3050521	3051279	-	759	0	0	0	0	0	1	1	9	0	2	2	3	3	0	0
Bovatus_RS25240	NZ_CP012938.1	3051367	3051780	+	414	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0
Bovatus_RS12190	NZ_CP012938.1	3052128	3052550	+	423	21	10	5	18	9	8	4	3	0	0	0	0	1	0	0
Bovatus_RS12195	NZ_CP012938.1	3052535	3053791	+	1257	33	11	13	19	10	18	8	16	4	10	1	6	7	4	1
Bovatus_RS12200	NZ_CP012938.1	3053833	3055878	+	2046	26	13	25	14	7	21	12	8	12	6	0	4	15	3	1
Bovatus_RS12205	NZ_CP012938.1	3055961	3057241	-	1281	31	30	15	27	25	17	21	2	4	1	0	4	4	4	0
Bovatus_RS12210	NZ_CP012938.1	3057246	3059618	-	2373	361	199	108	255	186	167	112	20	4	6	3	4	3	3	6
Bovatus_RS12215	NZ_CP012938.1	3060033	3061007	-	975	23	34	28	31	20	42	23	13	9	29	7	13	6	9	2
Bovatus_RS12220	NZ_CP012938.1	3061041	3062159	-	1119	29	33	39	17	12	51	15	15	6	26	4	7	4	5	2
Bovatus_RS12225	NZ_CP012938.1	3062179	3063573	-	1395	36	31	45	15	14	65	29	14	4	13	6	8	7	4	1
Bovatus_RS24800	NZ_CP012938.1	3063951	3067490	-	3540	4945	2443	1303	3002	2627	2280	1481	74	19	44	23	34	29	14	54
Bovatus_RS12235	NZ_CP012938.1	3067514	3069130	-	1617	69	64	84	39	23	84	37	35	16	25	5	14	28	15	7
Bovatus_RS12240	NZ_CP012938.1	3069154	3072201	-	3048	2204	1186	726	1463	1105	1167	587	75	78	118	16	38	57	42	9
Bovatus_RS12245	NZ_CP012938.1	3072419	3076420	+	4002	1017	1274	1229	567	499	1038	608	151	54	134	107	57	75	113	29
Bovatus_RS12250	NZ_CP012938.1	3076484	3077869	-	1386	5684	2663	1446	3321	2536	2047	1102	17	10	12	14	8	16	14	11
Bovatus_RS12255	NZ_CP012938.1	3077909	3080266	-	2358	142	242	275	112	70	244	168	56	61	80	25	31	43	42	10
Bovatus_RS12260	NZ_CP012938.1	3080280	3083162	-	2883	654	396	346	324	315	453	245	49	82	67	16	31	31	28	23
Bovatus_RS12265	NZ_CP012938.1	3083281	3085284	-	2004	96	85	81	78	43	110	55	27	16	20	4	15	12	7	2
Bovatus_RS12270	NZ_CP012938.1	3085532	3085924	-	393	8	7	8	3	4	10	6	0	2	0	2	1	1	1	1
Bovatus_RS12275	NZ_CP012938.1	3086231	3088636	-	2406	15436	7576	3774	9856	7913	5909	3820	25	36	52	11	17	22	9	9
Bovatus_RS12280	NZ_CP012938.1	3088633	3091218	-	2586	70	40	46	225	126	110	92	270	494	409	73	166	159	224	32
Bovatus_RS12285	NZ_CP012938.1	3091286	3093850	-	2565	4587	1780	873	2383	1923	1430	781	42	37	57	5	20	19	9	10
Bovatus_RS12290	NZ_CP012938.1	3093878	3096295	-	2418	104	66	40	78	60	54	50	28	20	34	6	14	10	13	5
Bovatus_RS12295	NZ_CP012938.1	3096308	3098422	-	2115	74	38	34	49	28	54	18	9	19	21	9	4	2	3	2
Bovatus_RS12300	NZ_CP012938.1	3098444	3100414	-	1971	88	58	29	138	97	82	33	39	57	57	13	26	13	17	5
Bovatus_RS12305	NZ_CP012938.1	3100499	3102073	-	1575	44	19	21	63	39	29	21	8	7	10	3	4	6	3	4
Bovatus_RS25670	NZ_CP012938.1	3102028	3102906	-	879	16	13	23	29	12	22	11	13	1	2	1	2	3	3	2
Bovatus_RS12310	NZ_CP012938.1	3103044	3103742	-	699	17	13	13	9	9	10	4	48	78	95	12	30	57	26	7
Bovatus_RS12315	NZ_CP012938.1	3103774	3105306	-	1533	193	120	65	302	212	114	69	129	61	89	23	60	75	23	4
Bovatus_RS12320	NZ_CP012938.1	3105367	3106719	-	1353	28	25	20	32	33	28	15	7	12	8	1	4	11	6	3
Bovatus_RS12325	NZ_CP012938.1	3106857	3108890	-	2034	72	51	47	21	24	52	26	49	24	23	13	31	18	5	2
Bovatus_RS12330	NZ_CP012938.1	3108924	3110987	-	2064	90	64	58	80	41	88	37	104	40	49	26	66	45	25	9
Bovatus_RS12335	NZ_CP012938.1	3111083	3112099	-	1017	11	16	21	21	12	24	8	13	6	10	4	7	4	8	2
Bovatus_RS12340	NZ_CP012938.1	3112178	3114247	-	2070	37	33	40	25	29	31	32	31	32	25	6	15	11	5	3
Bovatus_RS12345	NZ_CP012938.1	3114247	3117342	-	3096	144	99	85	138	66	127	46	94	29	76	10	29	29	19	8
Bovatus_RS12350	NZ_CP012938.1	3117370	3118767	-	1398	69	37	36	65	39	62	28	98	171	146	32	60	64	99	24
Bovatus_RS12355	NZ_CP012938.1	3119424	3121535	-	2112	35	57	47	43	41	46	36	16	22	23	9	7	10	7	2
Bovatus_RS12360	NZ_CP012938.1	3121556	3124084	-	2529	2319	1225	633	1619	1465	1186	854	34	13	31	2	20	16	26	9
Bovatus_RS12365	NZ_CP012938.1	3124228	3125826	-	1599	112	75	46	84	62	119	31	16	2	8	5	14	8	7	1
Bovatus_RS12370	NZ_CP012938.1	3125847	3129149	-	3303	803	439	244	630	522	441	309	72	60	73	23	28	30	28	11
Bovatus_RS12375	NZ_CP012938.1	3129198	3130574	-	1377	100	53	43	73	73	54	33	26	43	56	13	33	25	14	8
Bovatus_RS12380	NZ_CP012938.1	3130591	3132576	-	1986	125	81	65	219	102	118	58	117	164	166	42	68	88	88	24
Bovatus_RS12385	NZ_CP012938.1	3132728	3133891	+	1164	15	27	40	32	25	62	12	12	12	26	4	10	12	15	0
Bovatus_RS12390	NZ_CP012938.1	3134019	3134360	-	342	18	15	28	29	7	27	9	10	3	0	3	2	2	1	1
Bovatus_RS12395	NZ_CP012938.1	3134370	3134552	-	183	15	6	10	11	10	7	6	1	0	2	0	1	2	4	0
Bovatus_RS25245	NZ_CP012938.1	3134687	3134887	-	201	7	10	12	2	10	16	5	2	0	0	2	0	0	0	0
Bovatus_RS12405	NZ_CP012938.1	3135250	3137610	-	2361	384	241	180	323	212	232	166	110	85	67	28	58	49	45	10
Bovatus_RS12410	NZ_CP012938.1	3137626	3140181	-	2556	70	105	80	82	36	123	38	34	36	61	6	14	21	16	12
Bovatus_RS12415	NZ_CP012938.1	3140249	3142267	-	2019	881	453	282	645	517	493	251	83	144	147	9	62	46	33	10
Bovatus_RS12420	NZ_CP012938.1	3142298	3144052	-	1755	65	66	55	64	48	94	23	37	75	40	14	11	13	13	0
Bovatus_RS12425	NZ_CP012938.1	3144083	3145120	-	1038	36	53	48	40	22	50	21	36	9	13	6	8	19	5	3
Bovatus_RS12430	NZ_CP012938.1	3145168	3146922	-	1755	148	116	91	94	67	88	54	18	18	43	7	9	40	17	3
Bovatus_RS12435	NZ_CP012938.1	3146947	3149766	-	2820	3433	1626	994	2343	1738	1549	850	41	58	39	5	13	29	17	10
Bovatus_RS12440	NZ_CP012938.1	3149793	3151667	-	1875	66	74	109	52	40	101	44	17	6	28	8	4	4	14	2
Bovatus_RS12445	NZ_CP012938.1	3151686	3154796	-	3111	171	203	153	213	111	186	107	59	32	53	16	19	19	15	12
Bovatus_RS12450	NZ_CP012938.1	3155388	3159512	-	4125	367	309	214	282	235	264	155	47	59	70	24	23	27	27	4
Bovatus_RS12455	NZ_CP012938.1	3159804	3161087	+	1284	27	32	25	27	29	26	13	85	188	186	28	68	80	64	12
Bovatus_RS12465	NZ_CP012938.1	3161479	3162141	+	663	61	41	32	41	35	25	26	10	1	4	0	1	0	2	1
Bovatus_RS12470	NZ_CP012938.1	3162158	3162985	+	828	26	25	31	16	16	31	12	3	1	6	0	4	9	4	0
Bovatus_RS12475	NZ_CP012938.1	3163003	3164433	+	1431	75	67	50	64	44	70	19	17	9	6	1	5	12	2	3
Bovatus_RS12480	NZ_CP012938.1	3164812	3166320	-	1509	247	127	72	287	190	122	102	57	104	99	18	27	49	46	12
Bovatus_RS25760	NZ_CP012938.1	3166390	3167733	-	1344	59	38	24	44	31	60	18	29	12	13	5	7	8	5	0
Bovatus_RS12490	NZ_CP012938.1	3167730	3169487	-	1758	66	85	107	59	45	97	57	12	13	19	8	6	19	5	1
Bovatus_RS12495	NZ_CP012938.1	3169494	3170537	-	1044	87	80	76	57	35	120	43	8	2	7	2	5	6	1	2
Bovatus_RS12500	NZ_CP012938.1	3170595	3173180	-	2586	256	174	170	206	142	199	102	43	24	28	13	33	22	8	7
Bovatus_RS12505	NZ_CP012938.1	3173228	3175654	-	2427	345	231	148	176	116	174	88	45	24	32	10	21	27	7	3
Bovatus_RS12510	NZ_CP012938.1	3175676	3176089	-	414	7	5	3	8	8	10	8	13	1	7	1	3	5	6	2
Bovatus_RS12515	NZ_CP012938.1	3176109	3176813	-	705	13	20	20	18	11	30	18	15	3	9	0	4	8	1	3
Bovatus_RS12520	NZ_CP012938.1	3176907	3178880	-	1974	95	87	99	68	36	106	58	208	119	44	25	109	63	43	28
Bovatus_RS12525	NZ_CP012938.1	3179028	3180418	-	1391	677	541	591	847	357	911	370	13	14	5	12	11	18	10	3
Bovatus_RS12530	NZ_CP012938.1	3182116	3183909	+	1794	76	53	35	86	64	80	29	22	32	31	8	15	14	18	1
Bovatus_RS12535	NZ_CP012938.1	3183957	3184232	+	276	1	0	2	0	1	0	0	1	0	7	1	0	0	0	0
Bovatus_RS12540	NZ_CP012938.1	3184329	3186089	+	1761	238	86	55	201	128	92	39	65	215	132	24	56	44	26	7
Bovatus_RS25510	NZ_CP012938.1	3186351	3186572	-	222	6	4	5	2	0	2	3	2	7	9	0	0	0	4	0
Bovatus_RS24805	NZ_CP012938.1	3186609	3186818	+	210	2	0	1	0	1	1	0	0	1	0	0	2	0	0	0
Bovatus_RS12550	NZ_CP012938.1	3186837	3187910	+	1074	153	85	81	179	100	158	68	9	10	6	0	2	3	4	2
Bovatus_RS12555	NZ_CP012938.1	3187931	3188152	+	222	5	5	2	7	4	2	1	2	1	0	0	0	0	0	1
Bovatus_RS25680	NZ_CP012938.1	3188156	3188338	+	183	10	4	4	9	7	6	2	6	1	0	0	0	1	0	0
Bovatus_RS12560	NZ_CP012938.1	3188338	3189297	+	960	395	210	95	275	195	187	118	15	15	17	4	4	1	10	1
Bovatus_RS12565	NZ_CP012938.1	3189470	3190171	+	702	44	23	18	36	29	30	8	10	6	5	1	4	4	3	1
Bovatus_RS12570	NZ_CP012938.1	3190168	3190965	+	798	34	27	14	28	28	29	15	29	5	23	3	16	10	4	4
Bovatus_RS12575	NZ_CP012938.1	3191052	3191348	-	297	4	3	5	2	8	1	6	1	0	0	0	4	0	1	0
Bovatus_RS12580	NZ_CP012938.1	3191680	3191976	+	297	2	2	0	1	1	3	0	0	0	2	0	3	0	0	0
Bovatus_RS12585	NZ_CP012938.1	3191987	3192286	+	300	11	4	7	9	5	9	5	0	1	3	0	0	0	0	0
Bovatus_RS12590	NZ_CP012938.1	3192626	3192832	-	207	4	16	15	4	1	18	3	9	5	2	2	0	1	4	1
Bovatus_RS12595	NZ_CP012938.1	3192885	3193370	-	486	51	28	22	18	14	19	14	7	12	2	1	8	4	8	1
Bovatus_RS12600	NZ_CP012938.1	3193424	3194548	-	1125	18	27	39	18	6	42	24	16	13	7	3	4	6	9	6
Bovatus_RS12605	NZ_CP012938.1	3194638	3195711	-	1074	29	30	39	21	15	41	27	7	2	14	1	4	7	3	2
Bovatus_RS12610	NZ_CP012938.1	3196083	3196382	-	300	144	352	362	86	88	308	190	185	65	120	75	38	225	57	85
Bovatus_RS12615	NZ_CP012938.1	3196697	3197359	+	663	174	364	449	113	78	429	233	26	8	13	26	9	8	35	5
Bovatus_RS12620	NZ_CP012938.1	3197407	3198180	+	774	134	225	261	75	85	259	126	177	313	464	86	134	170	204	28
Bovatus_RS12625	NZ_CP012938.1	3198218	3198802	-	585	87	107	75	84	46	93	59	28	7	5	4	4	6	9	9
Bovatus_RS12630	NZ_CP012938.1	3198941	3201004	+	2064	363	217	148	480	270	328	161	318	717	705	109	187	297	229	57
Bovatus_RS12635	NZ_CP012938.1	3201106	3202662	-	1557	701	1715	1935	738	485	1820	1034	153	169	192	137	76	88	177	49
Bovatus_RS12640	NZ_CP012938.1	3202811	3203731	-	921	32	23	5	28	23	19	12	14	7	11	4	0	7	5	0
Bovatus_RS12645	NZ_CP012938.1	3203762	3204112	-	351	110	68	36	81	65	75	37	0	3	0	0	0	1	0	0
Bovatus_RS12650	NZ_CP012938.1	3204198	3204716	-	519	8613	4037	2095	5268	4423	3089	2307	19	34	4	3	8	15	5	3
Bovatus_RS12655	NZ_CP012938.1	3205239	3205811	+	573	50	95	128	28	17	92	63	16	5	4	5	3	5	6	8
Bovatus_RS12660	NZ_CP012938.1	3205808	3206677	+	870	162	175	238	94	59	237	132	19	5	7	13	8	9	18	2
Bovatus_RS12665	NZ_CP012938.1	3206980	3207639	-	660	23	43	42	21	6	55	24	3	4	2	6	5	3	6	0
Bovatus_RS12670	NZ_CP012938.1	3207784	3208188	-	405	53	42	41	43	43	59	32	0	0	10	0	0	0	4	5
Bovatus_RS12675	NZ_CP012938.1	3208348	3209517	-	1170	32	104	142	30	35	121	76	8	4	9	6	6	3	6	6
Bovatus_RS12680	NZ_CP012938.1	3209559	3209825	-	267	100	74	50	91	88	62	51	4	0	1	0	3	5	1	0
Bovatus_RS12685	NZ_CP012938.1	3209857	3212727	-	2871	3028	1374	823	1840	1336	1206	602	61	74	75	17	36	34	28	10
Bovatus_RS12690	NZ_CP012938.1	3212757	3215312	-	2556	380	272	176	379	252	283	192	56	27	48	21	29	48	23	7
Bovatus_RS12695	NZ_CP012938.1	3215326	3217377	-	2052	38	58	48	59	42	83	51	121	374	295	42	112	118	124	28
Bovatus_RS12700	NZ_CP012938.1	3217395	3218369	-	975	37	37	41	19	15	42	21	12	7	5	1	1	2	9	2
Bovatus_RS12705	NZ_CP012938.1	3218667	3220241	-	1575	105	225	267	50	39	300	143	20	21	20	19	6	6	33	11
Bovatus_RS12710	NZ_CP012938.1	3220329	3221645	-	1317	630	327	159	397	325	308	211	28	12	6	3	7	9	7	1
Bovatus_RS12715	NZ_CP012938.1	3221650	3222219	-	570	30	30	28	22	20	39	21	18	5	12	4	8	2	0	2
Bovatus_RS12720	NZ_CP012938.1	3222487	3223401	+	915	82	61	53	54	44	71	31	8	5	6	3	2	1	3	0
Bovatus_RS12725	NZ_CP012938.1	3223589	3224809	-	1221	246	140	76	196	130	131	76	10	4	4	2	1	4	0	0
Bovatus_RS12730	NZ_CP012938.1	3225373	3225858	+	486	1474	761	410	1078	919	641	405	1	1	1	0	0	1	0	4
Bovatus_RS12735	NZ_CP012938.1	3226175	3227428	+	1254	1318	1909	2112	876	584	2323	1120	49	13	41	81	18	26	56	46
Bovatus_RS12740	NZ_CP012938.1	3227425	3229998	+	2574	1031	2291	2881	441	354	2577	1285	111	28	85	172	49	30	156	53
Bovatus_RS12745	NZ_CP012938.1	3229999	3230691	+	693	206	537	802	96	90	609	304	32	46	31	56	29	16	79	14
Bovatus_RS12750	NZ_CP012938.1	3230684	3231406	+	723	248	351	419	143	118	403	186	7	8	17	33	10	4	28	9
Bovatus_RS12755	NZ_CP012938.1	3231458	3231970	-	513	64	111	161	35	23	132	70	9	3	6	6	1	3	13	0
Bovatus_RS12760	NZ_CP012938.1	3232431	3233426	-	996	153	336	385	89	79	328	169	38	12	19	42	12	7	24	15
Bovatus_RS12765	NZ_CP012938.1	3233432	3233785	-	354	35	57	54	9	7	40	41	5	1	0	8	2	2	7	3
Bovatus_RS12770	NZ_CP012938.1	3234019	3235674	+	1656	450	389	303	252	217	357	202	45	22	62	21	18	17	23	12
Bovatus_RS12775	NZ_CP012938.1	3235837	3236241	+	405	3502	7396	9332	1683	1327	7966	4436	429	48	296	694	172	72	793	238
Bovatus_RS12780	NZ_CP012938.1	3236253	3237539	+	1287	11471	24794	29072	5402	4721	25922	14343	1582	214	1018	2160	570	263	2496	712
Bovatus_RS12785	NZ_CP012938.1	3237675	3238382	-	708	499	1010	1353	289	228	1123	644	35	9	56	58	12	9	74	24
Bovatus_RS12790	NZ_CP012938.1	3238425	3239717	-	1293	191	124	84	115	81	137	85	11	13	15	5	6	10	7	3
Bovatus_RS12795	NZ_CP012938.1	3240157	3241470	+	1314	145	87	46	553	331	355	167	118	235	199	28	77	56	76	29
Bovatus_RS12800	NZ_CP012938.1	3241524	3242339	+	816	88	148	179	56	49	152	95	18	8	5	5	5	4	10	3
Bovatus_RS12805	NZ_CP012938.1	3242432	3243772	-	1341	589	1276	1497	342	307	1455	854	74	20	50	79	34	23	85	29
Bovatus_RS12810	NZ_CP012938.1	3243902	3246406	+	2505	523	883	1084	353	288	1069	599	52	43	51	56	23	18	65	22
Bovatus_RS12815	NZ_CP012938.1	3246438	3246791	+	354	57	137	159	30	22	171	85	8	10	7	16	3	11	20	1
Bovatus_RS12820	NZ_CP012938.1	3247015	3247650	+	636	304	402	388	1233	584	789	418	242	443	412	137	191	184	240	62
Bovatus_RS12825	NZ_CP012938.1	3247666	3248292	+	627	111	244	302	75	84	277	155	17	5	17	32	6	1	37	19
Bovatus_RS12830	NZ_CP012938.1	3248380	3251391	-	3012	3624	2160	1324	2145	1750	1670	1132	81	72	112	80	47	26	75	26
Bovatus_RS12835	NZ_CP012938.1	3251388	3252227	-	840	121	229	289	68	57	225	124	28	9	22	30	9	5	15	11
Bovatus_RS12840	NZ_CP012938.1	3252253	3253038	-	786	131	124	125	57	57	129	70	13	2	1	7	3	3	23	10
Bovatus_RS12845	NZ_CP012938.1	3253194	3253544	+	351	2140	5235	5397	867	831	4197	2950	809	73	517	887	319	107	1222	384
Bovatus_RS12850	NZ_CP012938.1	3253774	3254754	-	981	1102	2856	3228	436	459	2684	1685	227	19	177	355	67	36	466	75
Bovatus_RS12855	NZ_CP012938.1	3254934	3255650	+	717	63	100	187	26	36	139	79	17	2	9	8	2	0	23	2
Bovatus_RS12860	NZ_CP012938.1	3255681	3256940	+	1260	1354	749	465	820	682	632	360	13	16	11	11	8	20	20	1
Bovatus_RS12865	NZ_CP012938.1	3256945	3258186	+	1242	84	169	181	56	41	189	108	18	10	15	15	3	12	16	12
Bovatus_RS12870	NZ_CP012938.1	3258267	3259367	+	1101	302	363	397	144	132	432	246	29	17	25	27	7	9	22	6
Bovatus_RS12875	NZ_CP012938.1	3259377	3260714	+	1338	206	445	487	192	128	515	290	34	14	13	32	18	13	39	20
Bovatus_RS12880	NZ_CP012938.1	3260800	3261828	+	1029	194	599	611	105	85	605	336	18	4	27	52	5	2	62	18
Bovatus_RS12885	NZ_CP012938.1	3261967	3262482	-	516	178	937	993	616	533	1591	1077	20	1	52	59	60	21	160	97
Bovatus_RS12890	NZ_CP012938.1	3262843	3264792	+	1950	106	150	135	71	59	143	85	44	9	19	11	12	23	31	2
Bovatus_RS12895	NZ_CP012938.1	3264823	3266169	-	1347	379	405	413	374	273	468	294	22	5	16	25	7	4	35	7
Bovatus_RS12900	NZ_CP012938.1	3266184	3266867	-	684	103	121	143	43	48	166	81	12	2	8	9	15	9	8	2
Bovatus_RS12905	NZ_CP012938.1	3266894	3267565	-	672	90	138	216	63	51	203	82	37	49	41	21	25	23	37	8
Bovatus_RS12910	NZ_CP012938.1	3267682	3268521	-	840	400	947	1047	167	151	901	601	48	10	34	53	20	14	96	11
Bovatus_RS12915	NZ_CP012938.1	3268707	3269708	+	1002	378	1047	1271	199	226	1145	708	60	53	130	100	44	31	131	30
Bovatus_RS12920	NZ_CP012938.1	3269998	3270420	-	423	61	130	174	36	18	130	80	4	0	12	5	1	2	9	1
Bovatus_RS12925	NZ_CP012938.1	3270428	3272374	-	1947	393	610	844	197	152	792	397	35	9	39	24	24	25	44	18
Bovatus_RS12930	NZ_CP012938.1	3272441	3273076	-	636	113	389	385	45	44	317	206	7	6	15	10	7	3	28	14
Bovatus_RS12935	NZ_CP012938.1	3275121	3275693	+	573	63	66	51	40	35	85	36	10	2	12	10	1	0	7	3
Bovatus_RS12940	NZ_CP012938.1	3275814	3276896	+	1083	63	50	31	69	56	58	42	129	154	236	61	102	77	124	58
Bovatus_RS12945	NZ_CP012938.1	3277046	3280435	+	3390	126	120	105	109	55	143	67	26	14	39	21	19	9	16	8
Bovatus_RS12950	NZ_CP012938.1	3280511	3282370	+	1860	30	28	20	41	26	33	23	11	22	22	13	19	13	12	3
Bovatus_RS12955	NZ_CP012938.1	3282389	3283951	+	1563	29	19	17	21	19	19	7	66	64	68	16	20	40	26	2
Bovatus_RS12960	NZ_CP012938.1	3283953	3285350	+	1398	543	287	168	329	264	223	146	17	8	27	18	6	2	10	3
Bovatus_RS12965	NZ_CP012938.1	3285356	3285769	+	414	29	38	28	107	86	46	29	31	52	65	22	27	24	32	26
Bovatus_RS12970	NZ_CP012938.1	3285774	3287822	+	2049	107	142	183	96	91	185	90	34	12	23	14	8	8	15	13
