# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "CDS,sRNA" "-g" "locus_tag" "-a" "../data/reference_sequences/p_copri_wplasmids.gff3" "-o" "../data/rna_align/counttable.txt" "../data/rna_align/CON_1.fq.gz.bam" "../data/rna_align/CON_2.fq.gz.bam" "../data/rna_align/PNA_1.fq.gz.bam" "../data/rna_align/PNA_2.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/CON_1.fq.gz.bam	../data/rna_align/CON_2.fq.gz.bam	../data/rna_align/PNA_1.fq.gz.bam	../data/rna_align/PNA_2.fq.gz.bam
LK433_RS09245	NZ_CP085932.1	2183711	2184346	-	636	177	382	417	173
LK433_RS09250	NZ_CP085932.1	2184363	2184569	-	207	61	141	189	66
LK433_RS09255	NZ_CP085932.1	2184544	2184687	-	144	18	45	58	22
LK433_RS09260	NZ_CP085932.1	2184963	2185310	+	348	73	128	537	199
LK433_RS09265	NZ_CP085932.1	2185285	2185548	+	264	98	131	446	202
LK433_RS09270	NZ_CP085932.1	2185508	2185654	+	147	3	1	9	4
LK433_RS09275	NZ_CP085932.1	2185668	2186066	-	399	106	225	319	99
LK433_RS09280	NZ_CP085932.1	2186078	2186245	-	168	13	21	32	10
LK433_RS09285	NZ_CP085932.1	2186392	2187720	-	1329	71	153	173	55
LK433_RS09290	NZ_CP085932.1	2187710	2189722	-	2013	151	317	378	152
LK433_RS09295	NZ_CP085932.1	2189719	2196117	-	6399	715	1453	1662	693
LK433_RS09300	NZ_CP085932.1	2196138	2198720	-	2583	239	487	553	239
LK433_RS09305	NZ_CP085932.1	2198705	2199460	-	756	127	175	233	91
LK433_RS09310	NZ_CP085932.1	2199457	2200503	-	1047	152	337	321	109
LK433_RS09315	NZ_CP085932.1	2200663	2201106	-	444	73	126	143	50
LK433_RS09320	NZ_CP085932.1	2201184	2205131	-	3948	966	1742	1701	807
LK433_RS09325	NZ_CP085932.1	2205139	2206287	-	1149	214	501	461	201
LK433_RS09330	NZ_CP085932.1	2206313	2207347	-	1035	219	521	563	179
LK433_RS09335	NZ_CP085932.1	2207367	2207597	-	231	61	106	125	50
LK433_RS09340	NZ_CP085932.1	2208438	2209526	+	1089	144	234	148	62
LK433_RS09345	NZ_CP085932.1	2209707	2212265	+	2559	1918	3367	1867	968
LK433_RS09350	NZ_CP085932.1	2212280	2214163	+	1884	1686	2796	1241	623
LK433_RS09355	NZ_CP085932.1	2214169	2216835	+	2667	1227	2016	1043	603
LK433_RS09360	NZ_CP085932.1	2216883	2217710	+	828	749	1306	652	312
LK433_RS09365	NZ_CP085932.1	2217860	2221717	+	3858	4139	7925	5021	2923
LK433_RS09370	NZ_CP085932.1	2221796	2222029	-	234	264	553	1061	397
LK433_RS09375	NZ_CP085932.1	2222437	2222667	-	231	13	11	27	16
LK433_RS09380	NZ_CP085932.1	2223796	2223936	+	141	7	19	23	8
LK433_RS09385	NZ_CP085932.1	2224635	2225606	-	972	139	260	309	112
LK433_RS09390	NZ_CP085932.1	2225593	2226369	-	777	84	187	221	91
LK433_RS09395	NZ_CP085932.1	2227351	2227728	+	378	10	6	45	18
LK433_RS09400	NZ_CP085932.1	2228162	2228512	+	351	18	14	54	11
LK433_RS09405	NZ_CP085932.1	2228672	2229424	+	753	15	28	116	29
LK433_RS09410	NZ_CP085932.1	2229430	2229774	+	345	5	16	28	12
LK433_RS09415	NZ_CP085932.1	2229891	2230397	+	507	22	23	66	15
LK433_RS09430	NZ_CP085932.1	2231355	2231768	-	414	24	36	97	30
LK433_RS09435	NZ_CP085932.1	2232697	2233074	+	378	13	24	58	17
LK433_RS09440	NZ_CP085932.1	2233139	2233579	+	441	18	21	76	12
LK433_RS09445	NZ_CP085932.1	2233576	2234073	+	498	24	21	57	19
LK433_RS09450	NZ_CP085932.1	2234253	2234996	-	744	50	101	96	24
LK433_RS09455	NZ_CP085932.1	2235132	2236055	+	924	75	123	192	46
LK433_RS09460	NZ_CP085932.1	2236163	2237017	+	855	280	489	338	121
LK433_RS09465	NZ_CP085932.1	2237134	2237340	-	207	50	92	143	68
LK433_RS09470	NZ_CP085932.1	2237343	2237849	-	507	136	290	508	216
LK433_RS09475	NZ_CP085932.1	2237846	2238079	-	234	92	179	427	148
LK433_RS09480	NZ_CP085932.1	2238377	2238817	-	441	22	59	73	25
LK433_RS09485	NZ_CP085932.1	2238820	2239500	-	681	61	116	159	69
LK433_RS09490	NZ_CP085932.1	2239546	2240061	-	516	64	95	136	96
LK433_RS09495	NZ_CP085932.1	2240144	2242387	-	2244	346	584	731	280
LK433_RS09500	NZ_CP085932.1	2242388	2243191	-	804	156	243	364	185
LK433_RS09505	NZ_CP085932.1	2243257	2244711	-	1455	216	480	499	255
LK433_RS09510	NZ_CP085932.1	2245065	2245160	-	96	3	0	2	5
LK433_RS09515	NZ_CP085932.1	2245243	2245800	-	558	26	47	51	29
LK433_RS09520	NZ_CP085932.1	2247005	2247145	+	141	1	3	11	3
LK433_RS09525	NZ_CP085932.1	2247520	2248995	+	1476	68	116	218	96
LK433_RS09530	NZ_CP085932.1	2249107	2249844	+	738	95	256	389	134
LK433_RS09535	NZ_CP085932.1	2249945	2250385	-	441	115	205	150	47
LK433_RS09540	NZ_CP085932.1	2250431	2251831	-	1401	599	1055	713	424
LK433_RS09545	NZ_CP085932.1	2251843	2252715	-	873	643	1293	810	481
LK433_RS09550	NZ_CP085932.1	2253147	2255378	-	2232	6533	11678	5345	3009
LK433_RS09555	NZ_CP085932.1	2255530	2257353	+	1824	1526	2728	3045	1922
LK433_RS09560	NZ_CP085932.1	2257709	2258314	+	606	320	687	626	455
LK433_RS09565	NZ_CP085932.1	2258344	2259327	+	984	621	1265	1284	828
LK433_RS09570	NZ_CP085932.1	2259366	2260556	+	1191	486	901	986	590
LK433_RS09575	NZ_CP085932.1	2260575	2261435	+	861	324	593	713	431
LK433_RS09580	NZ_CP085932.1	2261461	2261997	+	537	314	608	808	472
LK433_RS09585	NZ_CP085932.1	2262060	2263706	-	1647	1245	2508	1836	865
LK433_RS09590	NZ_CP085932.1	2263711	2265384	-	1674	980	1918	1434	685
LK433_RS09595	NZ_CP085932.1	2265483	2266412	-	930	694	1415	1149	531
LK433_RS09600	NZ_CP085932.1	2266348	2267604	-	1257	1210	2308	1563	864
LK433_RS09605	NZ_CP085932.1	2267684	2268547	-	864	1158	2300	1483	996
LK433_RS09610	NZ_CP085932.1	2268599	2269726	-	1128	1775	3343	2724	1460
LK433_RS09615	NZ_CP085932.1	2269937	2270383	+	447	1083	2353	1713	555
LK433_RS09620	NZ_CP085932.1	2270496	2271674	-	1179	314	615	338	167
LK433_RS09625	NZ_CP085932.1	2271716	2272489	-	774	211	363	199	78
LK433_RS09630	NZ_CP085932.1	2272562	2274325	-	1764	575	962	601	233
LK433_RS09635	NZ_CP085932.1	2274473	2275288	+	816	2480	4998	7070	5106
LK433_RS09640	NZ_CP085932.1	2275445	2276746	-	1302	1520	2796	4583	2106
LK433_RS09645	NZ_CP085932.1	2276863	2277549	-	687	602	1070	1840	960
LK433_RS09650	NZ_CP085932.1	2277666	2278361	-	696	275	527	366	171
LK433_RS09655	NZ_CP085932.1	2278462	2279772	-	1311	392	757	590	258
LK433_RS09660	NZ_CP085932.1	2279792	2281288	-	1497	852	1597	1018	530
LK433_RS09665	NZ_CP085932.1	2281464	2282528	-	1065	1255	2273	1586	698
LK433_RS09670	NZ_CP085932.1	2282922	2283944	+	1023	989	1859	1079	605
LK433_RS09675	NZ_CP085932.1	2284044	2284715	+	672	1024	1980	1054	537
LK433_RS09680	NZ_CP085932.1	2284764	2288111	+	3348	679	1187	974	483
LK433_RS09685	NZ_CP085932.1	2288132	2288857	+	726	276	491	316	137
LK433_RS09690	NZ_CP085932.1	2288885	2289472	+	588	137	214	175	76
LK433_RS09695	NZ_CP085932.1	2289567	2290118	-	552	41	81	101	66
LK433_RS09700	NZ_CP085932.1	2290166	2290426	-	261	18	31	44	43
LK433_RS09705	NZ_CP085932.1	2290694	2290918	-	225	0	13	14	6
LK433_RS09710	NZ_CP085932.1	2290935	2291906	-	972	14	16	27	20
LK433_RS09715	NZ_CP085932.1	2291903	2293348	-	1446	45	84	246	61
LK433_RS09720	NZ_CP085932.1	2293648	2294043	-	396	5	2	12	3
LK433_RS09725	NZ_CP085932.1	2294415	2295884	-	1470	88	186	332	103
LK433_RS09730	NZ_CP085932.1	2296275	2296487	-	213	19	32	44	13
LK433_RS09735	NZ_CP085932.1	2296698	2298719	+	2022	178	387	359	123
LK433_RS09740	NZ_CP085932.1	2298726	2301614	+	2889	368	673	799	293
LK433_RS09745	NZ_CP085932.1	2301671	2303437	-	1767	835	1523	1573	789
LK433_RS09750	NZ_CP085932.1	2303741	2305021	-	1281	178	320	354	147
LK433_RS09755	NZ_CP085932.1	2305043	2308201	-	3159	365	742	671	336
LK433_RS09760	NZ_CP085932.1	2308252	2309472	-	1221	229	397	392	164
LK433_RS09765	NZ_CP085932.1	2309583	2309987	-	405	238	458	209	62
LK433_RS09770	NZ_CP085932.1	2310184	2312277	+	2094	1772	3256	850	283
LK433_RS09775	NZ_CP085932.1	2312729	2314348	-	1620	2425	5161	9829	6964
LK433_RS09780	NZ_CP085932.1	2314455	2315444	-	990	2142	4559	6615	5502
LK433_RS09785	NZ_CP085932.1	2315691	2316563	+	873	500	1063	678	184
LK433_RS09790	NZ_CP085932.1	2316675	2317526	-	852	1301	2683	1233	696
LK433_RS09795	NZ_CP085932.1	2317592	2319241	-	1650	17649	32789	17823	10798
LK433_RS09800	NZ_CP085932.1	2319436	2319708	+	273	341	661	1117	556
LK433_RS09805	NZ_CP085932.1	2319751	2320308	+	558	570	1077	1652	913
LK433_RS09810	NZ_CP085932.1	2320399	2323047	+	2649	1782	3342	3535	2198
LK433_RS09815	NZ_CP085932.1	2323082	2323423	+	342	272	509	544	329
LK433_RS09820	NZ_CP085932.1	2323434	2325626	+	2193	1928	3605	3874	2359
LK433_RS09825	NZ_CP085932.1	2325841	2326875	-	1035	992	1966	622	319
LK433_RS09830	NZ_CP085932.1	2326926	2328212	-	1287	1844	3350	1001	544
LK433_RS09835	NZ_CP085932.1	2328307	2329158	-	852	1380	2811	829	458
LK433_RS09840	NZ_CP085932.1	2329265	2330524	+	1260	337	544	480	223
LK433_RS09845	NZ_CP085932.1	2330723	2331523	-	801	65	113	143	84
LK433_RS09850	NZ_CP085932.1	2333125	2333310	+	186	11	19	17	6
LK433_RS09855	NZ_CP085932.1	2333407	2333502	+	96	1	5	13	6
LK433_RS09860	NZ_CP085932.1	2333949	2334341	+	393	147	341	796	478
LK433_RS09865	NZ_CP085932.1	2334411	2334857	+	447	532	1138	3610	1433
LK433_RS09870	NZ_CP085932.1	2335023	2335376	-	354	3985	7862	18657	7174
LK433_RS09875	NZ_CP085932.1	2335705	2335989	+	285	215	467	204	145
LK433_RS09880	NZ_CP085932.1	2335998	2336600	+	603	1929	3658	1509	1047
LK433_RS09885	NZ_CP085932.1	2336627	2337751	+	1125	3015	5442	2232	1466
LK433_RS09890	NZ_CP085932.1	2338069	2338716	-	648	360	703	457	274
LK433_RS09895	NZ_CP085932.1	2338722	2339333	-	612	3120	6448	6004	2324
LK433_RS09900	NZ_CP085932.1	2339365	2339559	-	195	149	322	386	142
LK433_RS09905	NZ_CP085932.1	2339680	2341140	+	1461	2581	4889	4427	2629
LK433_RS09910	NZ_CP085932.1	2341208	2341594	+	387	490	836	846	499
LK433_RS09915	NZ_CP085932.1	2341662	2342186	-	525	105	240	279	103
LK433_RS09920	NZ_CP085932.1	2342392	2344449	-	2058	8571	16675	21849	14944
LK433_RS09925	NZ_CP085932.1	2344592	2345806	-	1215	958	1911	331	112
LK433_RS09930	NZ_CP085932.1	2345892	2346668	-	777	385	782	152	37
LK433_RS09935	NZ_CP085932.1	2346817	2347725	+	909	526	1141	5730	2525
LK433_RS09940	NZ_CP085932.1	2347865	2348974	-	1110	1222	2723	3044	1879
LK433_RS09945	NZ_CP085932.1	2349086	2350036	-	951	941	1785	2218	1634
LK433_RS09950	NZ_CP085932.1	2350085	2350534	-	450	387	713	859	617
LK433_RS09955	NZ_CP085932.1	2350627	2351523	-	897	772	1616	2374	1353
LK433_RS09960	NZ_CP085932.1	2351837	2353132	+	1296	2669	5004	9995	6414
LK433_RS09965	NZ_CP085932.1	2353306	2353836	+	531	533	1176	492	240
LK433_RS09970	NZ_CP085932.1	2353889	2355859	+	1971	1680	3090	1375	736
LK433_RS09975	NZ_CP085932.1	2355958	2357250	-	1293	546	1080	870	427
LK433_RS09980	NZ_CP085932.1	2357704	2358864	-	1161	908	1586	1357	713
LK433_RS09985	NZ_CP085932.1	2359033	2360223	+	1191	1292	2460	2740	1066
LK433_RS09990	NZ_CP085932.1	2360386	2363964	+	3579	25815	47613	36542	25286
LK433_RS09995	NZ_CP085932.1	2365343	2365495	+	153	39	45	71	27
LK433_RS10000	NZ_CP085932.1	2365719	2367752	-	2034	4444	8638	13370	7809
LK433_RS10005	NZ_CP085932.1	2367785	2369767	-	1983	1464	2588	3655	2286
LK433_RS10010	NZ_CP085932.1	2369997	2371271	-	1275	1060	1716	2923	1660
LK433_RS10015	NZ_CP085932.1	2371319	2372023	-	705	282	662	1445	726
LK433_RS10020	NZ_CP085932.1	2372054	2374654	-	2601	1372	2769	6624	3401
LK433_RS10025	NZ_CP085932.1	2374693	2375430	-	738	423	760	2093	944
LK433_RS10030	NZ_CP085932.1	2375630	2376667	-	1038	665	1362	3175	1488
LK433_RS10035	NZ_CP085932.1	2376815	2377813	-	999	885	1491	3002	1660
LK433_RS10040	NZ_CP085932.1	2377900	2378976	-	1077	1146	2108	3901	2113
LK433_RS10045	NZ_CP085932.1	2379005	2379874	-	870	1296	2423	4120	2381
LK433_RS10050	NZ_CP085932.1	2379929	2380924	-	996	1656	3242	5914	3397
LK433_RS10055	NZ_CP085932.1	2381113	2382333	-	1221	462	917	459	166
LK433_RS10060	NZ_CP085932.1	2382657	2383475	-	819	1279	2233	857	465
LK433_RS10065	NZ_CP085932.1	2383512	2384195	-	684	503	1021	512	235
LK433_RS10070	NZ_CP085932.1	2384381	2385007	+	627	627	1232	2962	1351
LK433_RS10075	NZ_CP085932.1	2385051	2385695	+	645	1026	2040	4072	2404
LK433_RS10080	NZ_CP085932.1	2385732	2386307	+	576	731	1425	2671	1640
LK433_RS10085	NZ_CP085932.1	2386313	2387803	+	1491	2047	3853	7438	4343
LK433_RS10090	NZ_CP085932.1	2387834	2388343	+	510	907	1698	6033	2418
LK433_RS10095	NZ_CP085932.1	2388365	2388610	-	246	31	38	153	76
LK433_RS10100	NZ_CP085932.1	2389264	2389521	+	258	23	31	37	16
LK433_RS10105	NZ_CP085932.1	2389619	2389714	+	96	2	3	23	7
LK433_RS10110	NZ_CP085932.1	2389875	2390390	+	516	49	95	69	17
LK433_RS10115	NZ_CP085932.1	2390857	2391420	+	564	96	170	247	102
LK433_RS10120	NZ_CP085932.1	2391647	2392747	-	1101	785	1608	1788	753
LK433_RS10125	NZ_CP085932.1	2392973	2393905	+	933	2167	4391	11022	5692
LK433_RS10135	NZ_CP085932.1	2394157	2394978	+	822	1103	2020	4940	2386
LK433_RS10140	NZ_CP085932.1	2394990	2395340	+	351	485	811	2358	1005
LK433_RS10145	NZ_CP085932.1	2395340	2397691	+	2352	2243	4045	6862	3537
LK433_RS10150	NZ_CP085932.1	2397747	2398664	+	918	335	622	838	485
LK433_RS10155	NZ_CP085932.1	2398730	2399359	+	630	266	435	878	483
LK433_RS10175	NZ_CP085932.1	2400315	2401559	+	1245	393	673	1048	342
LK433_RS10180	NZ_CP085932.1	2401637	2404033	-	2397	449	912	665	227
LK433_RS10185	NZ_CP085932.1	2404076	2405002	-	927	341	673	390	219
LK433_RS10190	NZ_CP085932.1	2405003	2407066	-	2064	1953	4001	2336	1154
LK433_RS10195	NZ_CP085932.1	2407103	2408020	-	918	931	1961	1168	520
LK433_RS10200	NZ_CP085932.1	2408371	2409705	+	1335	525	1030	20684	10262
LK433_RS10205	NZ_CP085932.1	2409760	2410196	+	437	48	131	1397	710
LK433_RS10210	NZ_CP085932.1	2410368	2411111	+	744	260	543	907	434
LK433_RS10215	NZ_CP085932.1	2411146	2412495	+	1350	276	527	924	400
LK433_RS10220	NZ_CP085932.1	2412492	2414162	+	1671	191	406	728	261
LK433_RS10225	NZ_CP085932.1	2414279	2415151	+	873	592	1256	4281	1578
LK433_RS10230	NZ_CP085932.1	2415216	2417342	+	2127	259	510	1140	491
LK433_RS10235	NZ_CP085932.1	2417414	2420626	+	3213	411	846	1760	749
LK433_RS10240	NZ_CP085932.1	2420703	2423690	+	2988	256	454	979	394
LK433_RS10245	NZ_CP085932.1	2423793	2424410	+	618	370	727	2068	830
LK433_RS10250	NZ_CP085932.1	2424506	2424874	-	369	246	526	423	155
LK433_RS10255	NZ_CP085932.1	2425112	2427022	+	1911	530	1209	1325	552
LK433_RS10260	NZ_CP085932.1	2427093	2427791	+	699	110	199	263	118
LK433_RS10265	NZ_CP085932.1	2427868	2428248	+	381	871	1762	2492	715
LK433_RS10270	NZ_CP085932.1	2428527	2430242	+	1716	5361	9823	4219	2058
LK433_RS10275	NZ_CP085932.1	2430306	2430947	+	642	1229	2491	1155	546
LK433_RS10280	NZ_CP085932.1	2431117	2432061	-	945	587	1119	1671	767
LK433_RS10285	NZ_CP085932.1	2432122	2432286	-	165	130	356	451	173
LK433_RS10290	NZ_CP085932.1	2432633	2433757	-	1125	383	797	735	333
LK433_RS10295	NZ_CP085932.1	2433857	2435431	-	1575	352	793	818	391
LK433_RS10300	NZ_CP085932.1	2435691	2436056	-	366	35	122	179	56
LK433_RS10305	NZ_CP085932.1	2436214	2436969	-	756	153	331	579	250
LK433_RS10310	NZ_CP085932.1	2437194	2438080	+	887	44	61	380	132
LK433_RS10315	NZ_CP085932.1	2438972	2439430	+	459	493	1111	1747	973
LK433_RS10320	NZ_CP085932.1	2439444	2441759	+	2316	3945	7592	6778	5000
LK433_RS10325	NZ_CP085932.1	2442011	2442223	+	213	207	426	351	183
LK433_RS10330	NZ_CP085932.1	2442396	2442917	+	522	118	239	282	183
LK433_RS10335	NZ_CP085932.1	2443204	2443293	+	90	3	6	14	2
LK433_RS10340	NZ_CP085932.1	2443310	2443747	+	438	28	41	87	15
LK433_RS10345	NZ_CP085932.1	2443837	2444736	-	900	277	610	189	49
LK433_RS10350	NZ_CP085932.1	2444918	2445514	+	597	474	904	3130	1149
LK433_RS10355	NZ_CP085932.1	2445656	2446975	-	1320	282	450	860	423
LK433_RS10360	NZ_CP085932.1	2447082	2448485	-	1404	1564	2675	2576	1387
LK433_RS10365	NZ_CP085932.1	2448815	2449702	-	888	1948	3654	1919	939
LK433_RS10370	NZ_CP085932.1	2449924	2450670	+	747	259	540	136	49
LK433_RS10375	NZ_CP085932.1	2450731	2451648	+	918	190	405	225	73
LK433_RS10380	NZ_CP085932.1	2451712	2453739	-	2028	3415	5949	3028	1684
LK433_RS10385	NZ_CP085932.1	2453739	2455175	-	1437	541	1108	639	227
LK433_RS10405	NZ_CP085932.1	2455631	2456140	-	510	219	414	294	173
LK433_RS10410	NZ_CP085932.1	2456199	2457311	-	1113	553	1149	787	454
LK433_RS10415	NZ_CP085932.1	2457342	2457776	-	435	204	415	352	143
LK433_RS10420	NZ_CP085932.1	2457791	2458402	-	612	516	941	728	389
LK433_RS10425	NZ_CP085932.1	2458412	2458894	-	483	796	1576	1408	698
LK433_RS10430	NZ_CP085932.1	2458942	2460474	-	1533	871	1989	1280	697
LK433_RS10435	NZ_CP085932.1	2460609	2462357	+	1749	281	566	425	141
LK433_RS10460	NZ_CP085932.1	2462970	2463119	-	150	135	278	243	127
LK433_RS10465	NZ_CP085932.1	2463165	2464112	-	948	967	1855	1938	848
LK433_RS10470	NZ_CP085932.1	2464343	2465959	+	1617	5636	9962	5408	2351
LK433_RS10475	NZ_CP085932.1	2466102	2466722	+	621	1794	3680	4369	3289
LK433_RS10480	NZ_CP085932.1	2466807	2467970	+	1164	3877	7742	8523	6056
LK433_RS10485	NZ_CP085932.1	2468071	2469309	+	1239	315	622	516	229
LK433_RS10490	NZ_CP085932.1	2469418	2470506	+	1089	5714	10858	15045	7275
LK433_RS10495	NZ_CP085932.1	2470759	2472084	+	1326	2202	4103	2375	1316
LK433_RS10500	NZ_CP085932.1	2472181	2473341	+	1161	1743	3299	1769	1006
LK433_RS10505	NZ_CP085932.1	2473552	2474739	+	1188	596	1147	1324	873
LK433_RS10510	NZ_CP085932.1	2474923	2476647	+	1725	1001	1754	1442	832
LK433_RS10515	NZ_CP085932.1	2476846	2477526	+	681	177	343	280	154
LK433_RS10520	NZ_CP085932.1	2477554	2478252	+	699	322	540	588	345
LK433_RS10525	NZ_CP085932.1	2478319	2479860	+	1542	764	1571	1350	1033
LK433_RS10530	NZ_CP085932.1	2479942	2481534	+	1593	601	1306	1200	814
LK433_RS10535	NZ_CP085932.1	2481614	2483188	+	1575	380	627	543	427
LK433_RS10540	NZ_CP085932.1	2483295	2485316	+	2022	2925	5425	3867	2828
LK433_RS10545	NZ_CP085932.1	2485473	2485916	+	444	470	894	710	544
LK433_RS10550	NZ_CP085932.1	2486015	2486248	-	234	36	69	66	26
LK433_RS10555	NZ_CP085932.1	2486275	2489475	-	3201	918	1865	1475	685
LK433_RS10560	NZ_CP085932.1	2489463	2490524	-	1062	589	1104	896	413
LK433_RS10565	NZ_CP085932.1	2490517	2491656	-	1140	547	1039	945	297
LK433_RS10570	NZ_CP085932.1	2491712	2491921	-	210	52	227	125	79
LK433_RS10575	NZ_CP085932.1	2492268	2492405	-	138	23	79	37	27
LK433_RS10580	NZ_CP085932.1	2492432	2492767	-	336	83	206	232	77
LK433_RS10585	NZ_CP085932.1	2492757	2493017	-	261	69	155	181	54
LK433_RS10590	NZ_CP085932.1	2493970	2495178	-	1209	10182	19440	17883	10306
LK433_RS10595	NZ_CP085932.1	2495232	2497868	-	2637	6579	12032	8477	5317
LK433_RS10600	NZ_CP085932.1	2498153	2500831	+	2679	4883	9291	12074	8416
LK433_RS10615	NZ_CP085932.1	2501300	2503903	+	2604	1071	1790	699	231
LK433_RS10620	NZ_CP085932.1	2503939	2505510	+	1572	642	1072	481	148
LK433_RS10625	NZ_CP085932.1	2505538	2506245	+	708	129	305	128	43
LK433_RS10630	NZ_CP085932.1	2506339	2507679	+	1341	140	331	173	65
LK433_RS10635	NZ_CP085932.1	2507706	2508788	+	1083	178	289	120	35
LK433_RS10640	NZ_CP085932.1	2508829	2510880	+	2052	170	371	257	54
LK433_RS10645	NZ_CP085932.1	2510925	2511794	+	870	70	136	81	19
LK433_RS10650	NZ_CP085932.1	2511784	2512686	+	903	45	126	75	26
LK433_RS10655	NZ_CP085932.1	2512676	2513344	+	669	22	37	43	9
LK433_RS10660	NZ_CP085932.1	2513337	2514140	+	804	22	47	52	20
LK433_RS10665	NZ_CP085932.1	2514151	2514963	+	813	48	121	128	48
LK433_RS10670	NZ_CP085932.1	2515031	2516620	-	1590	279	669	1928	760
LK433_RS10675	NZ_CP085932.1	2516737	2517840	+	1104	113	250	119	19
LK433_RS10680	NZ_CP085932.1	2517837	2518466	+	630	108	171	180	30
LK433_RS10685	NZ_CP085932.1	2519506	2520669	+	1164	483	871	1192	591
LK433_RS10690	NZ_CP085932.1	2520666	2521391	-	726	521	987	1654	839
LK433_RS10695	NZ_CP085932.1	2521372	2522187	-	816	366	703	1370	710
LK433_RS10700	NZ_CP085932.1	2522234	2522947	-	714	319	567	1216	562
LK433_RS10705	NZ_CP085932.1	2523150	2524211	-	1062	1747	3258	1753	927
LK433_RS10710	NZ_CP085932.1	2524431	2526029	-	1599	1521	2783	1487	967
LK433_RS10715	NZ_CP085932.1	2526032	2526622	-	591	512	929	547	297
LK433_RS10720	NZ_CP085932.1	2526656	2528050	-	1395	1356	2590	1399	817
LK433_RS10725	NZ_CP085932.1	2528087	2529589	-	1503	1017	1963	1196	689
LK433_RS10730	NZ_CP085932.1	2530046	2531545	-	1500	746	1478	499	185
LK433_RS10735	NZ_CP085932.1	2531548	2534019	-	2472	1706	3390	977	455
LK433_RS10740	NZ_CP085932.1	2534027	2534938	-	912	780	1375	506	170
LK433_RS10745	NZ_CP085932.1	2534960	2536141	-	1182	1477	2991	706	318
LK433_RS10750	NZ_CP085932.1	2536196	2536816	-	621	350	597	195	57
LK433_RS10755	NZ_CP085932.1	2536927	2539554	+	2628	1546	3045	1015	356
LK433_RS10760	NZ_CP085932.1	2539733	2540332	+	600	593	1198	13649	5604
LK433_RS10765	NZ_CP085932.1	2540605	2541054	+	450	1388	2537	4270	2276
LK433_RS10770	NZ_CP085932.1	2541100	2541660	+	561	6265	12329	29177	11211
LK433_RS10775	NZ_CP085932.1	2541792	2543453	-	1662	2360	4445	2592	1497
LK433_RS10780	NZ_CP085932.1	2543544	2544395	-	852	2253	3966	2609	1331
LK433_RS10785	NZ_CP085932.1	2544413	2544637	-	225	211	394	221	117
LK433_RS10790	NZ_CP085932.1	2544654	2545613	-	960	889	1653	798	528
LK433_RS10795	NZ_CP085932.1	2545616	2546332	-	717	649	1431	876	463
LK433_RS10800	NZ_CP085932.1	2546336	2546719	-	384	1410	2650	2923	1246
LK433_RS10805	NZ_CP085932.1	2546831	2550442	-	3612	10107	18211	12019	6852
LK433_RS10810	NZ_CP085932.1	2550629	2552623	-	1995	1284	2548	3536	2121
LK433_RS10815	NZ_CP085932.1	2552630	2553769	-	1140	888	1695	2633	1444
LK433_RS10820	NZ_CP085932.1	2553947	2554807	+	861	507	1022	766	406
LK433_RS10825	NZ_CP085932.1	2554835	2555449	+	615	590	1171	871	463
LK433_RS10830	NZ_CP085932.1	2555597	2556097	-	501	416	835	570	256
LK433_RS10835	NZ_CP085932.1	2556207	2558213	-	2007	2280	4396	2121	1159
LK433_RS10840	NZ_CP085932.1	2558421	2560283	+	1863	550	1050	963	375
LK433_RS10845	NZ_CP085932.1	2560511	2561485	-	975	3517	6854	6912	4407
LK433_RS10850	NZ_CP085932.1	2561492	2563078	-	1587	7774	14728	12590	8631
LK433_RS10855	NZ_CP085932.1	2563259	2563795	-	537	2429	4352	3954	2506
LK433_RS10860	NZ_CP085932.1	2563804	2564304	-	501	2421	4400	3853	2643
LK433_RS10865	NZ_CP085932.1	2564442	2564681	-	240	2057	3665	3389	2154
LK433_RS10870	NZ_CP085932.1	2564790	2565899	-	1110	3942	7514	5663	3690
LK433_RS10875	NZ_CP085932.1	2565948	2566391	-	444	1960	4097	2778	1949
LK433_RS10880	NZ_CP085932.1	2566460	2566699	-	240	1207	2384	1580	1189
LK433_RS10885	NZ_CP085932.1	2566720	2568246	-	1527	8575	15965	11017	7449
LK433_RS10890	NZ_CP085932.1	2568457	2569434	-	978	3340	6695	3393	2101
LK433_RS10895	NZ_CP085932.1	2569573	2571021	-	1449	595	1283	1227	455
LK433_RS10900	NZ_CP085932.1	2571459	2573243	+	1785	48546	90882	33134	18002
LK433_RS10905	NZ_CP085932.1	2573594	2574769	+	1176	1461	2852	9459	5136
LK433_RS10910	NZ_CP085932.1	2574790	2575626	+	837	1160	1877	4999	3122
LK433_RS10915	NZ_CP085932.1	2575716	2576882	+	1167	11459	19838	60522	33728
LK433_RS10920	NZ_CP085932.1	2577304	2577648	-	345	15484	28916	29176	9177
LK433_RS10925	NZ_CP085932.1	2577688	2577885	-	198	10243	21968	19426	6771
LK433_RS10930	NZ_CP085932.1	2577963	2578649	-	687	6019	11365	4276	1637
LK433_RS10935	NZ_CP085932.1	2578905	2579294	-	390	464	1037	1207	723
LK433_RS10940	NZ_CP085932.1	2579485	2581437	-	1953	14355	27206	25542	16251
LK433_RS10945	NZ_CP085932.1	2581723	2582754	+	1032	561	1141	396	136
